id,ts,rule_id,src_ip,username,severity,raw,status,acknowledged_at,acknowledged_by,country_code,event_occurred_at
11,2026-08-04 06:33:31.538767,suspicious_login,196.251.83.100,finance,high,"{""src_ip"": ""196.251.83.100"", ""country"": ""North Korea"", ""message"": ""Login from suspicious location: finance from North Korea (KP)"", ""rule_id"": ""suspicious_login"", ""severity"": ""high"", ""username"": ""finance"", ""timestamp"": ""2026-08-04T06:33:31Z"", ""country_code"": ""KP""}",new,,,NL,
12,2026-08-04 06:33:32.324544,malware_detected,192.168.1.42,system,critical,"{""src_ip"": ""192.168.1.42"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T06:33:32Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
13,2026-08-04 06:33:34.763332,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 1, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:34Z""}",new,,,NL,
14,2026-08-04 06:33:35.903578,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 2, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:35Z""}",new,,,NL,
15,2026-08-04 06:33:36.700238,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 3, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:36Z""}",new,,,NL,
16,2026-08-04 06:33:37.854041,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 4, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:37Z""}",new,,,NL,
17,2026-08-04 06:33:38.527336,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 5, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:38Z""}",new,,,NL,
18,2026-08-04 06:33:39.830489,ssh_bruteforce,196.251.83.100,ubuntu,high,"{""src_ip"": ""196.251.83.100"", ""attempt"": 6, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:39Z""}",new,,,NL,
19,2026-08-04 06:33:40.749663,ssh_bruteforce,196.251.83.100,ubuntu,critical,"{""src_ip"": ""196.251.83.100"", ""attempt"": 7, ""message"": ""Failed password for ubuntu from 196.251.83.100 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:33:40Z""}",new,,,NL,
20,2026-08-04 06:33:44.208826,suspicious_login,80.94.95.116,root,high,"{""src_ip"": ""80.94.95.116"", ""country"": ""China"", ""message"": ""Login from suspicious location: root from China (CN)"", ""rule_id"": ""suspicious_login"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:33:43Z"", ""country_code"": ""CN""}",new,,,RO,
21,2026-08-04 06:33:44.849862,malware_detected,192.168.1.23,system,critical,"{""src_ip"": ""192.168.1.23"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T06:33:44Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
22,2026-08-04 06:33:47.408901,ssh_bruteforce,185.220.101.42,admin,high,"{""src_ip"": ""185.220.101.42"", ""attempt"": 1, ""message"": ""Failed password for admin from 185.220.101.42 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:33:47Z""}",new,,,DE,
23,2026-08-04 06:33:48.232668,ssh_bruteforce,185.220.101.42,admin,high,"{""src_ip"": ""185.220.101.42"", ""attempt"": 2, ""message"": ""Failed password for admin from 185.220.101.42 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:33:48Z""}",new,,,DE,
24,2026-08-04 06:33:49.482349,ssh_bruteforce,185.220.101.42,admin,high,"{""src_ip"": ""185.220.101.42"", ""attempt"": 3, ""message"": ""Failed password for admin from 185.220.101.42 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:33:49Z""}",new,,,DE,
25,2026-08-04 06:33:57.216769,malware_detected,192.168.1.19,system,critical,"{""src_ip"": ""192.168.1.19"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T06:33:57Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
26,2026-08-04 06:33:59.531751,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 1, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:33:59Z""}",new,,,SG,
27,2026-08-04 06:34:00.269467,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 2, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:00Z""}",new,,,SG,
28,2026-08-04 06:34:01.705095,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 3, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:01Z""}",new,,,SG,
29,2026-08-04 06:34:02.473291,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 4, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:02Z""}",new,,,SG,
30,2026-08-04 06:34:03.803171,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 5, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:03Z""}",new,,,SG,
31,2026-08-04 06:34:04.854532,ssh_bruteforce,178.128.95.10,admin,high,"{""src_ip"": ""178.128.95.10"", ""attempt"": 6, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:04Z""}",new,,,SG,
32,2026-08-04 06:34:05.916814,ssh_bruteforce,178.128.95.10,admin,critical,"{""src_ip"": ""178.128.95.10"", ""attempt"": 7, ""message"": ""Failed password for admin from 178.128.95.10 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T06:34:05Z""}",new,,,SG,
33,2026-08-04 06:34:09.833957,ssh_bruteforce,45.33.32.156,root,high,"{""src_ip"": ""45.33.32.156"", ""attempt"": 1, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:09Z""}",new,,,US,
34,2026-08-04 06:34:11.032479,ssh_bruteforce,45.33.32.156,root,high,"{""src_ip"": ""45.33.32.156"", ""attempt"": 2, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:10Z""}",new,,,US,
35,2026-08-04 06:34:11.772046,ssh_bruteforce,45.33.32.156,root,high,"{""src_ip"": ""45.33.32.156"", ""attempt"": 3, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:11Z""}",new,,,US,
36,2026-08-04 06:34:12.936836,ssh_bruteforce,45.33.32.156,root,high,"{""src_ip"": ""45.33.32.156"", ""attempt"": 4, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:12Z""}",new,,,US,
37,2026-08-04 06:34:14.105887,ssh_bruteforce,45.33.32.156,root,high,"{""src_ip"": ""45.33.32.156"", ""attempt"": 5, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:13Z""}",new,,,US,
38,2026-08-04 06:34:14.97403,ssh_bruteforce,45.33.32.156,root,critical,"{""src_ip"": ""45.33.32.156"", ""attempt"": 6, ""message"": ""Failed password for root from 45.33.32.156 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:34:14Z""}",new,,,US,
39,2026-08-04 06:34:27.337838,file_integrity,192.168.1.11,system,high,"{""src_ip"": ""192.168.1.11"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T06:34:27Z""}",new,,,,
40,2026-08-04 06:34:27.964441,file_integrity,192.168.1.11,system,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""ossec: integrity checksum changed: /usr/local/bin/backup.sh"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/usr/local/bin/backup.sh"", ""timestamp"": ""2026-08-04T06:34:27Z""}",new,,,,
41,2026-08-04 06:34:31.596262,privilege_escalation,192.168.1.27,deploy,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T06:34:31Z""}",new,,,,
42,2026-08-04 06:34:40.331255,file_integrity,192.168.1.33,system,critical,"{""src_ip"": ""192.168.1.33"", ""message"": ""ossec: integrity checksum changed: /usr/local/bin/backup.sh"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/usr/local/bin/backup.sh"", ""timestamp"": ""2026-08-04T06:34:40Z""}",new,,,,
43,2026-08-04 06:34:41.528733,file_integrity,192.168.1.33,system,critical,"{""src_ip"": ""192.168.1.33"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T06:34:41Z""}",new,,,,
44,2026-08-04 06:34:44.484707,malware_detected,192.168.1.22,system,critical,"{""src_ip"": ""192.168.1.22"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T06:34:44Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
45,2026-08-04 06:34:54.383977,ssh_bruteforce,80.94.95.116,ubuntu,high,"{""src_ip"": ""80.94.95.116"", ""attempt"": 1, ""message"": ""Failed password for ubuntu from 80.94.95.116 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:34:54Z""}",new,,,RO,
46,2026-08-04 06:34:55.038088,ssh_bruteforce,80.94.95.116,ubuntu,high,"{""src_ip"": ""80.94.95.116"", ""attempt"": 2, ""message"": ""Failed password for ubuntu from 80.94.95.116 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:34:54Z""}",new,,,RO,
47,2026-08-04 06:34:56.25169,ssh_bruteforce,80.94.95.116,ubuntu,high,"{""src_ip"": ""80.94.95.116"", ""attempt"": 3, ""message"": ""Failed password for ubuntu from 80.94.95.116 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:34:56Z""}",new,,,RO,
48,2026-08-04 06:35:30.239066,suspicious_login,91.240.118.172,root,high,"{""src_ip"": ""91.240.118.172"", ""country"": ""North Korea"", ""message"": ""Login from suspicious location: root from North Korea (KP)"", ""rule_id"": ""suspicious_login"", ""severity"": ""high"", ""username"": ""root"", ""timestamp"": ""2026-08-04T06:35:30Z"", ""country_code"": ""KP""}",new,,,HK,
49,2026-08-04 06:35:31.581968,malware_detected,192.168.1.42,system,critical,"{""src_ip"": ""192.168.1.42"", ""message"": ""Malware detected: Backdoor.Linux.Mirai.b (botnet) at /var/tmp/.x11"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/var/tmp/.x11"", ""timestamp"": ""2026-08-04T06:35:31Z"", ""malware_name"": ""Backdoor.Linux.Mirai.b"", ""malware_type"": ""botnet""}",new,,,,
50,2026-08-04 06:35:34.247976,privilege_escalation,192.168.1.43,deploy,critical,"{""src_ip"": ""192.168.1.43"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T06:35:34Z""}",new,,,,
51,2026-08-04 06:35:36.765556,ssh_bruteforce,103.140.187.60,ubuntu,high,"{""src_ip"": ""103.140.187.60"", ""attempt"": 1, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:36Z""}",new,,,JP,
52,2026-08-04 06:35:37.901633,ssh_bruteforce,103.140.187.60,ubuntu,high,"{""src_ip"": ""103.140.187.60"", ""attempt"": 2, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:37Z""}",new,,,JP,
53,2026-08-04 06:35:39.370603,ssh_bruteforce,103.140.187.60,ubuntu,high,"{""src_ip"": ""103.140.187.60"", ""attempt"": 3, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:39Z""}",new,,,JP,
54,2026-08-04 06:35:40.525127,ssh_bruteforce,103.140.187.60,ubuntu,high,"{""src_ip"": ""103.140.187.60"", ""attempt"": 4, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:40Z""}",new,,,JP,
55,2026-08-04 06:35:41.425789,ssh_bruteforce,103.140.187.60,ubuntu,high,"{""src_ip"": ""103.140.187.60"", ""attempt"": 5, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:41Z""}",new,,,JP,
56,2026-08-04 06:35:41.972282,ssh_bruteforce,103.140.187.60,ubuntu,critical,"{""src_ip"": ""103.140.187.60"", ""attempt"": 6, ""message"": ""Failed password for ubuntu from 103.140.187.60 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T06:35:41Z""}",new,,,JP,
57,2026-08-04 06:35:46.842763,privilege_escalation,192.168.1.34,www-data,critical,"{""src_ip"": ""192.168.1.34"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T06:35:46Z""}",new,,,,
58,2026-08-04 06:35:48.24965,port_scan_detected,91.240.118.172,unknown,high,"{""src_ip"": ""91.240.118.172"", ""message"": ""Multiple connection attempts from 91.240.118.172 to various ports detected"", ""rule_id"": ""port_scan_detected"", ""severity"": ""high"", ""username"": ""unknown"", ""timestamp"": ""2026-08-04T06:35:48Z"", ""ports_scanned"": 241}",new,,,HK,
59,2026-08-04 06:35:48.887879,privilege_escalation,192.168.1.19,deploy,critical,"{""src_ip"": ""192.168.1.19"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T06:35:48Z""}",new,,,,
60,2026-08-04 06:36:00.18525,malware_detected,192.168.1.42,system,critical,"{""src_ip"": ""192.168.1.42"", ""message"": ""Malware detected: Backdoor.Linux.Mirai.b (botnet) at /var/tmp/.x11"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/var/tmp/.x11"", ""timestamp"": ""2026-08-04T06:36:00Z"", ""malware_name"": ""Backdoor.Linux.Mirai.b"", ""malware_type"": ""botnet""}",new,,,,
61,2026-08-04 06:36:03.355049,malware_detected,192.168.1.11,system,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T06:36:03Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
62,2026-08-04 06:36:06.775726,web_shell_detected,192.168.1.39,www-data,critical,"{""src_ip"": ""192.168.1.39"", ""message"": ""Suspicious web shell detected: /var/www/html/wp-content/plugins/hack.php"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/var/www/html/wp-content/plugins/hack.php"", ""timestamp"": ""2026-08-04T06:36:06Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
63,2026-08-04 06:36:09.213134,file_integrity,192.168.1.14,system,critical,"{""src_ip"": ""192.168.1.14"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T06:36:09Z""}",new,,,,
64,2026-08-04 06:36:10.542381,file_integrity,192.168.1.14,system,critical,"{""src_ip"": ""192.168.1.14"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T06:36:10Z""}",new,,,,
65,2026-08-04 06:36:13.907626,file_integrity,192.168.1.47,system,critical,"{""src_ip"": ""192.168.1.47"", ""message"": ""ossec: integrity checksum changed: /etc/passwd"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/passwd"", ""timestamp"": ""2026-08-04T06:36:13Z""}",new,,,,
66,2026-08-04 06:36:15.128319,file_integrity,192.168.1.47,system,critical,"{""src_ip"": ""192.168.1.47"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T06:36:14Z""}",new,,,,
67,2026-08-04 06:36:18.094214,file_integrity,192.168.1.27,system,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T06:36:17Z""}",new,,,,
68,2026-08-04 06:36:19.026568,file_integrity,192.168.1.27,system,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T06:36:18Z""}",new,,,,
69,2026-08-04 06:36:22.977317,web_shell_detected,192.168.1.32,www-data,critical,"{""src_ip"": ""192.168.1.32"", ""message"": ""Suspicious web shell detected: /var/www/html/.hidden/shell.php"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/var/www/html/.hidden/shell.php"", ""timestamp"": ""2026-08-04T06:36:22Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
70,2026-08-04 06:36:25.833611,privilege_escalation,192.168.1.41,deploy,critical,"{""src_ip"": ""192.168.1.41"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T06:36:25Z""}",new,,,,
71,2026-08-04 06:36:35.418115,privilege_escalation,192.168.1.25,www-data,critical,"{""src_ip"": ""192.168.1.25"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T06:36:35Z""}",new,,,,
72,2026-08-04 06:36:38.396905,suspicious_login,91.240.118.172,finance,high,"{""src_ip"": ""91.240.118.172"", ""country"": ""North Korea"", ""message"": ""Login from suspicious location: finance from North Korea (KP)"", ""rule_id"": ""suspicious_login"", ""severity"": ""high"", ""username"": ""finance"", ""timestamp"": ""2026-08-04T06:36:37Z"", ""country_code"": ""KP""}",new,,,HK,
